,age,education,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,income
2168,3,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2169,3,Bachelors,Divorced,Adm-clerical,Not-in-family,Female,1,0,1,>50K
2170,0,HS-grad,Divorced,Sales,Not-in-family,Male,1,0,1,>50K
2171,3,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2172,2,Prof-school,Divorced,Prof-specialty,Unmarried,Male,1,0,2,>50K
2173,1,HS-grad,Never-married,Tech-support,Not-in-family,Female,1,0,0,>50K
2174,1,Masters,Never-married,Exec-managerial,Not-in-family,Female,1,0,1,>50K
2175,1,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2176,3,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,>50K
2177,2,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2178,1,HS-grad,Never-married,Tech-support,Own-child,Male,1,0,0,>50K
2179,3,Some-college,Separated,Sales,Not-in-family,Male,1,0,2,>50K
2180,1,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2181,3,Some-college,Divorced,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2182,3,Masters,Divorced,Prof-specialty,Not-in-family,Female,1,0,1,>50K
2183,3,Doctorate,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2184,1,Masters,Divorced,Exec-managerial,Own-child,Female,1,0,2,>50K
2185,2,Bachelors,Divorced,Sales,Not-in-family,Male,1,0,1,>50K
2186,2,Assoc-acdm,Divorced,,Not-in-family,Female,1,0,1,>50K
2187,2,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2188,3,HS-grad,Divorced,Exec-managerial,Unmarried,Female,1,0,0,>50K
2189,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2190,1,Prof-school,Divorced,Prof-specialty,Not-in-family,Male,1,0,0,>50K
2191,2,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,1,0,0,>50K
2192,2,HS-grad,Separated,Prof-specialty,Other-relative,Female,1,0,0,>50K
2193,3,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2194,3,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2195,3,Some-college,Widowed,Sales,Not-in-family,Female,1,0,2,>50K
2196,2,Masters,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2197,1,Masters,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2198,3,11th,Divorced,Craft-repair,Not-in-family,Female,1,0,1,>50K
2199,2,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2200,3,Bachelors,Divorced,Sales,Not-in-family,Female,1,0,2,>50K
2201,1,Masters,Never-married,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2202,0,HS-grad,Never-married,Other-service,Not-in-family,Male,1,0,2,>50K
2203,2,HS-grad,Divorced,Craft-repair,Not-in-family,Male,1,0,2,>50K
2204,0,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2205,0,Bachelors,Never-married,Craft-repair,Not-in-family,Male,1,0,2,>50K
2206,1,Masters,Never-married,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2207,1,11th,Never-married,Protective-serv,Not-in-family,Male,1,0,1,>50K
2208,1,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2209,1,Masters,Never-married,Adm-clerical,Not-in-family,Male,1,0,2,>50K
2210,1,11th,Never-married,Craft-repair,Not-in-family,Male,1,0,2,>50K
2211,1,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2212,2,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,>50K
2213,1,Some-college,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2214,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2215,2,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2216,2,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2217,0,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2218,0,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,0,>50K
2219,2,Some-college,Never-married,Adm-clerical,Not-in-family,Female,1,0,2,>50K
2220,1,Bachelors,Never-married,Sales,Not-in-family,Female,1,0,0,>50K
2221,1,Prof-school,Never-married,Sales,Not-in-family,Female,1,0,2,>50K
2222,3,HS-grad,Never-married,,Not-in-family,Male,1,0,1,>50K
2223,1,Some-college,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2224,0,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2225,2,Some-college,Never-married,Adm-clerical,Not-in-family,Male,1,0,2,>50K
2226,3,Some-college,Divorced,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2227,3,Bachelors,Never-married,Craft-repair,Not-in-family,Male,1,0,2,>50K
2228,3,Masters,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2229,3,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,0,>50K
2230,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2231,3,Prof-school,Married-civ-spouse,,Husband,Male,1,0,0,>50K
2232,3,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,1,0,0,>50K
2233,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2234,3,Bachelors,Married-civ-spouse,,Husband,Male,1,0,1,>50K
2235,3,Bachelors,Married-civ-spouse,,Husband,Male,1,0,0,>50K
2236,3,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,1,0,2,>50K
2237,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2238,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,0,>50K
2239,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,0,>50K
2240,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,<=50K
2241,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,<=50K
2242,3,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,<=50K
2243,3,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,1,0,0,<=50K
2244,3,Some-college,Married-civ-spouse,Sales,Husband,Male,1,0,1,<=50K
2245,3,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,1,0,1,<=50K
2246,2,HS-grad,Divorced,Adm-clerical,Not-in-family,Male,1,0,1,>50K
2247,2,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,1,0,1,>50K
2248,2,HS-grad,Never-married,Craft-repair,Own-child,Male,1,0,2,>50K
2249,3,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2250,2,Bachelors,Widowed,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2251,3,Some-college,Divorced,Farming-fishing,Unmarried,Female,1,0,0,>50K
2252,1,Masters,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2253,2,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2254,1,Some-college,Separated,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2255,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2256,2,HS-grad,Divorced,Craft-repair,Not-in-family,Male,1,0,1,>50K
2257,2,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2258,2,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,Female,1,0,2,>50K
2259,2,Masters,Never-married,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2260,2,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2261,1,HS-grad,Divorced,Other-service,Not-in-family,Male,1,0,1,>50K
2262,2,Masters,Never-married,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2263,2,Bachelors,Never-married,Prof-specialty,Own-child,Male,1,0,1,>50K
2264,3,Bachelors,Widowed,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2265,0,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2266,2,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2267,3,Doctorate,Divorced,Prof-specialty,Other-relative,Male,1,0,2,>50K
2268,3,Doctorate,Divorced,Prof-specialty,Not-in-family,Female,1,0,1,>50K
2269,1,Bachelors,Never-married,Exec-managerial,Own-child,Female,1,0,1,>50K
2270,0,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,1,0,2,>50K
2271,0,Bachelors,Never-married,Prof-specialty,Own-child,Male,1,0,2,>50K
2272,0,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2273,0,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2274,3,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2275,1,Assoc-acdm,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2276,1,Prof-school,Divorced,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2277,0,Some-college,Never-married,Transport-moving,Not-in-family,Male,1,0,2,>50K
2278,2,Masters,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2279,0,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2280,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2281,1,Masters,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2282,3,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2283,3,Bachelors,Widowed,Prof-specialty,Unmarried,Male,1,0,1,>50K
2284,0,Some-college,Never-married,Exec-managerial,Not-in-family,Female,1,0,1,>50K
2285,3,Masters,Divorced,Prof-specialty,Not-in-family,Female,1,0,0,>50K
2286,2,Assoc-acdm,Never-married,Farming-fishing,Other-relative,Male,1,0,2,>50K
2287,3,Masters,Separated,Prof-specialty,Not-in-family,Male,1,0,0,>50K
2288,1,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,2,>50K
2289,2,Masters,Divorced,Exec-managerial,Unmarried,Female,1,0,1,>50K
2290,2,Masters,Divorced,Prof-specialty,Unmarried,Female,1,0,1,>50K
2291,0,HS-grad,Never-married,Craft-repair,Unmarried,Male,1,0,2,>50K
2292,2,Bachelors,Divorced,Adm-clerical,Unmarried,Male,1,0,2,>50K
2293,3,11th,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2294,3,Bachelors,Married-civ-spouse,,Husband,Male,1,0,2,>50K
2295,3,HS-grad,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2296,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,1,0,0,>50K
2297,3,Masters,Married-civ-spouse,,Husband,Male,1,0,0,>50K
2298,3,Some-college,Married-civ-spouse,,Husband,Male,1,0,0,>50K
2299,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2300,3,Bachelors,Married-civ-spouse,,Husband,Male,1,0,0,>50K
2301,3,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,1,0,0,>50K
2302,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2303,3,HS-grad,Married-civ-spouse,Sales,Husband,Male,1,0,0,>50K
2304,3,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2305,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2306,3,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2307,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,0,>50K
2308,3,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,1,0,2,>50K
2309,3,10th,Married-civ-spouse,,Husband,Male,1,0,2,>50K
2310,3,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,1,>50K
2311,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,0,>50K
2312,3,12th,Married-civ-spouse,Transport-moving,Husband,Male,1,0,2,>50K
2313,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2314,3,Some-college,Married-civ-spouse,Craft-repair,Wife,Female,1,0,1,>50K
2315,2,Assoc-acdm,Divorced,Prof-specialty,Unmarried,Female,1,0,1,>50K
2316,2,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2317,0,Masters,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2318,1,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2319,2,Masters,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2320,1,Assoc-voc,Divorced,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2321,2,Some-college,Divorced,Exec-managerial,Not-in-family,Female,1,0,1,>50K
2322,3,Masters,Never-married,,Not-in-family,Female,1,0,0,>50K
2323,0,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,>50K
2324,1,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,1,0,1,>50K
2325,0,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,1,>50K
2326,1,HS-grad,Divorced,Transport-moving,Not-in-family,Male,1,0,2,>50K
2327,2,Bachelors,Divorced,Sales,Not-in-family,Male,1,0,2,>50K
2328,2,Doctorate,Divorced,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2329,3,Some-college,Never-married,Craft-repair,Not-in-family,Female,1,0,0,>50K
2330,1,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Female,1,0,2,>50K
2331,1,Masters,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2332,3,HS-grad,Never-married,Farming-fishing,Not-in-family,Male,1,0,1,>50K
2333,2,Masters,Never-married,Tech-support,Not-in-family,Female,1,0,2,>50K
2334,1,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,>50K
2335,1,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2336,3,Some-college,Divorced,Sales,Not-in-family,Male,1,0,2,>50K
2337,3,Bachelors,Never-married,Other-service,Not-in-family,Male,1,0,2,>50K
2338,1,Some-college,Never-married,Craft-repair,Not-in-family,Male,1,0,1,>50K
2339,1,Some-college,Separated,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2340,3,HS-grad,Divorced,,Not-in-family,Male,1,0,1,>50K
2341,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,2,>50K
2342,2,Bachelors,Divorced,Tech-support,Not-in-family,Female,1,0,1,>50K
2343,3,HS-grad,Widowed,Craft-repair,Unmarried,Male,1,0,2,>50K
2344,1,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2345,2,Some-college,Never-married,,Not-in-family,Male,1,0,2,>50K
2346,3,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2347,3,Bachelors,Widowed,Exec-managerial,Unmarried,Male,1,0,1,>50K
2348,1,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,>50K
2349,3,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,0,2,>50K
2350,2,HS-grad,Divorced,Farming-fishing,Not-in-family,Male,1,0,2,>50K
2351,1,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,>50K
2352,2,Masters,Never-married,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2353,0,Some-college,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,>50K
2354,2,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2355,2,HS-grad,Divorced,Craft-repair,Not-in-family,Male,1,0,2,>50K
2356,2,Bachelors,Divorced,Sales,Not-in-family,Male,1,0,1,>50K
2357,2,HS-grad,Divorced,Craft-repair,Own-child,Male,1,0,1,>50K
2358,2,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Male,1,0,1,>50K
2359,2,HS-grad,Never-married,Adm-clerical,Unmarried,Female,1,0,2,>50K
2360,1,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,>50K
2361,2,Bachelors,Separated,Exec-managerial,Unmarried,Male,1,0,1,>50K
2362,3,Masters,Divorced,Prof-specialty,Unmarried,Female,1,0,2,>50K
2363,1,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,>50K
2364,0,Assoc-acdm,Separated,Craft-repair,Unmarried,Male,1,0,1,>50K
2365,1,Bachelors,Never-married,Sales,Not-in-family,Female,1,0,2,>50K
2366,1,Bachelors,Never-married,Craft-repair,Not-in-family,Male,1,0,1,>50K
2367,1,Some-college,Divorced,Exec-managerial,Not-in-family,Male,1,0,2,>50K
2368,3,HS-grad,Widowed,Sales,Not-in-family,Female,1,0,2,>50K
2369,2,Masters,Divorced,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2370,3,Some-college,Divorced,Adm-clerical,Not-in-family,Male,1,0,0,<=50K
2371,3,Some-college,Divorced,Other-service,Other-relative,Female,1,0,1,>50K
2372,3,Masters,Never-married,Prof-specialty,Unmarried,Female,1,0,2,>50K
2373,3,Doctorate,Never-married,Prof-specialty,Not-in-family,Female,1,0,2,>50K
2374,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,>50K
2375,2,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,1,>50K
2376,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2377,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2378,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2379,3,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,1,0,1,>50K
2380,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2381,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2382,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2383,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,>50K
2384,1,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2385,2,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2386,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2387,2,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2388,2,Some-college,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2389,2,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,1,0,1,>50K
2390,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2391,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2392,0,11th,Married-civ-spouse,Transport-moving,Husband,Male,1,0,2,>50K
2393,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2394,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2395,1,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2396,2,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,>50K
2397,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2398,2,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,1,0,2,>50K
2399,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2400,2,Some-college,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2401,1,HS-grad,Married-civ-spouse,Sales,Husband,Male,1,0,2,>50K
2402,2,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Female,1,0,0,>50K
2403,0,Some-college,Married-civ-spouse,Exec-managerial,Own-child,Male,1,0,2,>50K
2404,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2405,2,Some-college,Married-civ-spouse,Tech-support,Husband,Male,1,0,1,>50K
2406,3,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2407,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2408,2,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,1,>50K
2409,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2410,3,HS-grad,Married-civ-spouse,,Wife,Female,1,0,1,>50K
2411,3,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,1,0,1,>50K
2412,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2413,1,Bachelors,Married-civ-spouse,Other-service,Husband,Male,1,0,0,>50K
2414,2,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2415,3,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2416,0,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,Male,1,0,2,>50K
2417,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2418,2,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Female,1,0,2,>50K
2419,2,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,1,0,1,>50K
2420,2,11th,Married-civ-spouse,Handlers-cleaners,Husband,Male,1,0,1,>50K
2421,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,>50K
2422,1,HS-grad,Married-civ-spouse,Sales,Wife,Female,1,0,1,>50K
2423,2,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,1,0,1,>50K
2424,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2425,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2426,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,0,>50K
2427,2,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,>50K
2428,3,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2429,3,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2430,2,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2431,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2432,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2433,3,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,0,>50K
2434,3,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,0,>50K
2435,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2436,2,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,1,>50K
2437,2,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,2,>50K
2438,2,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,1,>50K
2439,1,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,1,>50K
2440,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2441,3,HS-grad,Married-civ-spouse,Other-service,Husband,Male,1,0,2,>50K
2442,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2443,1,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2444,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,1,0,2,>50K
2445,3,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,1,>50K
2446,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2447,2,Bachelors,Married-civ-spouse,Sales,Husband,Male,1,0,2,>50K
2448,1,HS-grad,Married-civ-spouse,Sales,Husband,Male,1,0,1,>50K
2449,1,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2450,3,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,1,0,0,>50K
2451,3,Bachelors,Married-civ-spouse,Sales,Husband,Male,1,0,2,>50K
2452,1,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2453,1,Assoc-voc,Married-civ-spouse,,Own-child,Female,1,0,2,>50K
2454,2,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2455,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2456,0,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,1,0,2,>50K
2457,1,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,1,0,0,>50K
2458,3,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2459,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2460,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2461,1,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,1,0,0,>50K
2462,1,Some-college,Married-civ-spouse,Sales,Husband,Male,1,0,2,>50K
2463,1,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2464,1,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,2,>50K
2465,2,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2466,3,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2467,1,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,1,0,1,>50K
2468,3,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,1,0,0,>50K
2469,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2470,2,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2471,1,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2472,2,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2473,2,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2474,3,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,1,0,2,>50K
2475,0,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,1,>50K
2476,3,Some-college,Married-civ-spouse,Sales,Husband,Male,1,0,0,>50K
2477,3,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2478,3,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2479,1,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,0,>50K
2480,2,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,1,0,0,>50K
2481,2,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,1,0,2,>50K
2482,1,Masters,Married-civ-spouse,Protective-serv,Husband,Male,1,0,2,>50K
2483,3,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,1,0,1,>50K
2484,2,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,1,0,1,>50K
2485,2,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,1,0,2,>50K
2486,1,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,2,>50K
2487,2,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,1,0,0,>50K
